,accountno,parcelnb,saledt,locationaddress,locationcity,locationzipcode,subdivisionid,subdivisiondescr,nbhd,occdescr,bltasoccdesc,bltasid,residentialsf,bsmntsf,bsmntfinsf,garagesf,grossacres,yrblt,salep,value
3793,R1642665,9613443004,2021-07-19,1020 BURROWING OWL DR,FORT COLLINS,80525,18383,"PROVINCETOWNE FILING 3, FTC (20060088535)",19613,Single Family Residential,Ranch,1,1702,1677,,560,.13000000,2007,576000.00,408100.00
3794,R1669134,9711146207,2021-07-19,302 N MELDRUM ST 207,FORT COLLINS,80521,8415000000,MYRIDIUM CONDOS,19711,Condo unit,Condo > 3 Stories,20,1148,,,,.00000000,2017,659500.00,522600.00
3795,R1441060,9612122023,2021-07-17,930 HUNTINGTON HILLS DR,FORT COLLINS,80525,14314,HUNTINGTON HILLS PUD,19613,Single Family Residential,Ranch,1,2680,2680,2364,699,.28000000,1999,965000.00,730200.00
3796,R1378481,8732110194,2021-07-16,2801 WHITWORTH DR,FORT COLLINS,80525,17333,ENGLISH RANCH,18729,Single Family Residential,Ranch,1,1674,1674,756,440,.18000000,1994,599000.00,466500.00
3797,R1615164,8729136004,2021-07-16,2702 RIGDEN PKWY B4,FORT COLLINS,80525,8046201,"PARKSIDE EAST AT RIGDEN FARM BUILDING B CONDOMINIUMS, AMD PLAT",18729,Townhouse/Condo,Townhouse Two Story,68,1195,655,,200,.00000000,2001,341500.00,289700.00
3798,R1616055,8729243011,2021-07-16,2545 CUSTER DR,FORT COLLINS,80525,19977,"RIGDEN FARM, 7TH FILING, THE WILLOW",18729,Single Family Residential,2 Story,8,1586,579,,400,.05000000,2009,453000.00,351800.00
3799,R1634568,8811105012,2021-07-16,6018 INSPIRATION DR,FORT COLLINS,80524,7197120,BOXELDER HEIGHTS RLUP 02-S1971 (20050043862),18934,Single Family Residential,Ranch,1,2292,2292,887,954,3.57000000,2018,1425000.00,791400.00
3800,R1628159,8832215003,2021-07-16,2614 MARSHFIELD LN,FORT COLLINS,80524,8098,"MAPLE HILL, FTC (20040004921)",18933,Single Family Residential,2 Story,8,1588,1058,,400,.11000000,2011,460000.00,363200.00
3801,R1607506,8608310011,2021-07-16,2415 CHANDLER CT,FORT COLLINS,80528,0679,WESTCHASE PUD,18729,Single Family Residential,2 Story,8,2347,1065,765,690,.22000000,2002,620000.00,525800.00
3802,R1607776,8608322009,2021-07-16,2403 PIERCE CT,FORT COLLINS,80528,0679,WESTCHASE PUD,18729,Single Family Residential,2 Story,8,3299,1712,1712,682,.38000000,2003,827000.00,712300.00
3803,R1607778,8608322011,2021-07-16,2408 PIERCE CT,FORT COLLINS,80528,0679,WESTCHASE PUD,18729,Single Family Residential,2 Story,8,2800,1545,1105,640,.27000000,2003,767000.00,648000.00
3804,R1593683,8614338033,2021-07-16,5147 LA COSTA CT,FORT COLLINS,80528,064601,THE WOODS AT PTARMIGAN PUD AMD PLT,28623,Patio Home Single Family Residential,Ranch,1,1705,1110,,462,.08000000,2002,430000.00,382500.00
3805,R1038664,9736409116,2021-07-16,4418 HARPOON CT,FORT COLLINS,80525,133401,WHALERS COVE,19601,Single Family Residential,2 Story,8,1832,1060,1060,440,.14000000,1985,590000.00,470800.00
3806,R0734365,8730409340,2021-07-16,3200 LOCHWOOD DR,FORT COLLINS,80525,117732,SOUTHMOOR VILLAGE EAST,19724,Single Family Residential,Split Level,7,1772,644,644,500,.26000000,1979,565000.00,490300.00
3807,R0716898,8730210151,2021-07-16,3006 EINDBOROUGH DR,FORT COLLINS,80525,1267,EASTBOROUGH,19724,Single Family Residential,Split Level,7,1759,,,435,.19000000,1978,430000.00,369700.00
3808,R0013340,9710103015,2021-07-16,1402 LAPORTE AVE,FORT COLLINS,80521,/100769,S10 T07 R69,19715,Single Family Residential,2 Story,8,1425,576,576,,.24000000,1949,635000.00,465500.00
3809,R0017396,9710114005,2021-07-16,405 CLOVER LN,FORT COLLINS,80521,1135,MOUNTAIN VIEW HEIGHTS,19715,Single Family Residential,Ranch,1,936,936,936,288,.17000000,1966,500000.00,359800.00
3810,R1660204,8729285102,2021-07-16,2509 LIMON DR 102,FORT COLLINS,80525,8346001000,LAGRANGE CONDOS II AT RIGDEN FARM (BLDG 1),18729,Townhouse/Condo,Townhouse Two Story,68,1301,546,,361,.00000000,2015,415000.00,337400.00
3811,R1651755,8609119009,2021-07-15,4014 WILD ELM WAY,FORT COLLINS,80528,0637008000,MCCLELLANDS CREEK 3RD FIL (Fossil Lake PUD 8th Sub Number),19613,Single Family Residential,2 Story,8,2366,1187,,582,.13000000,2013,623500.00,570600.00
3812,R0021385,9710413016,2021-07-15,1519 LAPORTE AVE,FORT COLLINS,80521,1003,BABBITTS,19715,Single Family Residential,Ranch,1,749,,,,.18000000,1952,410000.00,330200.00
3813,R0001406,8718305104,2021-07-15,1316 S LEMAY AVE,FORT COLLINS,80524,10764,HIGHLANDER HEIGHTS,18933,Single Family Residential,Ranch,1,1344,1344,1344,736,.27000000,1961,525000.00,484000.00
3814,R0180718,9721410001,2021-07-15,2401 MERINO CT,FORT COLLINS,80526,10132,BROWN FARM,19722,Single Family Residential,Ranch,1,984,840,840,432,.23000000,1975,530000.00,361900.00
3815,R1607521,8608310026,2021-07-15,6232 TILDEN ST,FORT COLLINS,80528,0679,WESTCHASE PUD,18729,Single Family Residential,2 Story,8,2690,1310,734,618,.20000000,2005,700000.00,604500.00
3816,R1635087,8832312042,2021-07-15,2232 CHESAPEAKE DR,FORT COLLINS,80524,1996003000,STORYBOOK 3rd FILING,18933,Single Family Residential,2 Story,8,1970,860,,400,.10000000,2017,522000.00,427800.00
3817,R1627735,8715209126,2021-07-15,856 SUNCHASE DR,FORT COLLINS,80524,/150768,S15 T07 R68,18933,Manufactured Home On Real,Modular,21,1205,,,330,.00000000,2003,160000.00,73700.00
3818,R1578162,9716365001,2021-07-15,1036 TIERRA LN A,FORT COLLINS,80521,1963,LORY ANN CONDOS AT 1036 TIERRA LANE,19715,Townhouse/Condo,Townhouse Two Story,68,1108,,,273,.00000000,1998,300000.00,269100.00
3819,R1435205,8706163028,2021-07-14,2067 ADRIEL DR,FORT COLLINS,80524,0995164,ADRIEL HILLS OVERALL,19836,Condo - Separate Unit,Ranch,1,1339,1327,964,528,.00000000,1994,450000.00,422700.00
3820,R1099329,8730141003,2021-07-14,3024 MARINA LN 3,FORT COLLINS,80525,132112,SHERWOOD SHORES EAST CONDO,19724,Townhouse/Condo,Townhouse Two Story,68,1080,504,440,264,.00000000,1980,365000.00,287600.00
3821,R0669601,8718319017,2021-07-14,1519 YOUNT ST,FORT COLLINS,80524,1076130,HIGHLANDER HEIGHTS,18933,Single Family Residential,Split Level,7,1328,,,480,.22000000,1979,462000.00,400300.00
3822,R0740411,8730312036,2021-07-14,1229 MANSFIELD DR,FORT COLLINS,80525,1285,COLLINDALE  PUD,19724,Single Family Residential,Split Level,7,2412,,,572,.23000000,1981,637016.00,446900.00
3823,R0719234,8622317059,2021-07-14,8112 MUMMY RANGE DR,FORT COLLINS,80528,03972,MOUNTAIN RANGE SHADOWS,19613,Single Family Residential,Bi Level 2 Story,4,1375,,,304,.12000000,1978,335000.00,230000.00
3824,R0720224,8622320018,2021-07-14,8312 MEDICINE BOW CIR,FORT COLLINS,80528,03972,MOUNTAIN RANGE SHADOWS,19613,Single Family Residential,Split Level,7,1095,680,,440,.10000000,1994,360000.00,271200.00
3825,R0134821,9726206038,2021-07-14,866 WAGONWHEEL DR,FORT COLLINS,80526,1230,WOODWEST,19722,Single Family Residential,Bi Level 2 Story,4,1888,,,432,.26000000,1972,485500.00,382100.00
3826,R0124435,9725111026,2021-07-14,2706 ABERDEEN CT,FORT COLLINS,80525,11634,SCOTCH PINES,19724,Patio Home Single Family Residential,2 Story,8,1853,380,,400,.10000000,1976,495000.00,395200.00
3827,R1662514,8708153012,2021-07-13,2950 COMET ST,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,2 Story,8,2310,1112,,596,.09000000,2018,600000.00,458100.00
3828,R1630042,8729160163,2021-07-13,3026 DENVER DR,FORT COLLINS,80525,19976,RIGDEN FARM,18729,Single Family Residential,2 Story,8,1861,897,,505,.10000000,2014,490000.00,391000.00
3829,R1636430,8720323015,2021-07-13,2120 BLUE YONDER WAY,FORT COLLINS,80525,80942,SIDEHILL 2ND FTC (20050067435),18933,Single Family Residential,2 Story,8,2692,1653,,441,.12000000,2015,651000.00,550200.00
3830,R0063215,9713408069,2021-07-13,1321 GREEN ST,FORT COLLINS,80524,12022,UNIVERSITY ACRES,19711,Single Family Residential,Ranch,1,1277,1205,1036,610,.19000000,1960,615000.00,461900.00
3831,R0029670,9711229018,2021-07-13,324 N LOOMIS AVE,FORT COLLINS,80521,1349,COTTON`S RESUB,19711,Single Family Residential,Ranch,1,664,,,,.11000000,1900,475000.00,256600.00
3832,R1053531,9724424003,2021-07-13,925 COLUMBIA RD 513,FORT COLLINS,80525,13065,MISSION HILLS CONDO,19724,Condo unit,Condo <= 3 Stories,19,938,,,,.00000000,1979,245000.00,201100.00
3833,R0763462,9735420004,2021-07-13,4440 WARBLER DR,FORT COLLINS,80526,1319,LARKBOROUGH,19734,Single Family Residential,Ranch,1,1332,,,410,.16000000,1979,480000.00,342600.00
3834,R1618488,9612143201,2021-07-13,5620 FOSSIL CREEK PKWY 3201,FORT COLLINS,80525,804507,"FOSSIL CREEK CONDOMINIUMS, SUPP No. 7 BLDG 3",19613,Condo unit,Condo <= 3 Stories,19,1146,,,240,.00000000,2001,312500.00,282100.00
3835,R1440594,8605307025,2021-07-13,5200 TRAPPERS CREEK CT,FORT COLLINS,80528,1833,STETSON CREEK PUD,18729,Single Family Residential,2 Story,8,1394,670,345,460,.21000000,1996,465000.00,426300.00
3836,R1348582,9612415008,2021-07-13,6360 BUCHANAN ST,FORT COLLINS,80525,16202,BRITTANY KNOLLS PUD,19613,Single Family Residential,Ranch,1,1483,1465,1465,462,.23000000,1993,559400.00,433800.00
3837,R1348752,9612415023,2021-07-13,6248 BUCHANAN ST,FORT COLLINS,80525,16202,BRITTANY KNOLLS PUD,19613,Single Family Residential,Ranch,1,1555,1505,1369,498,.17000000,1994,619500.00,444800.00
3838,R1489917,8733218050,2021-07-13,3120 GRAND TETON PL,FORT COLLINS,80525,1865,WOODLAND PARK ESTATES PUD,18729,Single Family Residential,2 Story,8,2812,967,,764,.24000000,1998,630000.00,572900.00
3839,R1275569,8606335002,2021-07-13,1108 SETON ST,FORT COLLINS,80525,1633,OAKRIDGE ESTATES,19613,Single Family Residential,Ranch,1,2595,1482,1482,720,.28000000,1991,770000.00,668200.00
3840,R1272934,9726364002,2021-07-12,1056 CUNNINGHAM DR D2,FORT COLLINS,80526,16115,FIVE OAKS VILLAGE AT CUNNINGHAM CORNER CONDOS,19722,Townhouse/Condo,Townhouse Two Story,68,1293,480,480,400,.00000000,1987,413000.00,313200.00
3841,R1282549,9727310025,2021-07-12,2000 KENT CT,FORT COLLINS,80526,13484,ROSSBOROUGH,19722,Single Family Residential,2 Story,8,1944,720,720,528,.18000000,1990,497000.00,426700.00
3842,R1398539,8605107064,2021-07-12,3025 NINEBARK DR,FORT COLLINS,80528,16602,WILD WOOD FARM PUD,18729,Single Family Residential,2 Story,8,2229,937,937,660,.19000000,1994,675000.00,478000.00
3843,R1152190,9704213003,2021-07-12,3016 DOUBLETREE DR,FORT COLLINS,80521,033805,STAGECOACH,19829,Single Family Residential,Ranch,1,988,,,360,.23000000,1976,360000.00,316500.00
3844,R1160338,9715141008,2021-07-12,710 CITY PARK AVE E521,FORT COLLINS,80521,13994,BAYSTONE CONDOS,19715,Condo unit,Condo <= 3 Stories,19,966,,,,.00000000,1980,260900.00,210500.00
3845,R1015168,9721327037,2021-07-12,2430 YORKSHIRE ST,FORT COLLINS,80526,10137,BROWN FARM,19722,Single Family Residential,2 Story,8,1810,,,440,.16000000,1984,458000.00,381900.00
3846,R0721450,8719213084,2021-07-12,1265 SOLSTICE LN,FORT COLLINS,80525,125161,STONEHENGE PUD,19724,Townhouse,Townhouse Two Story,68,1248,576,,440,.05000000,1978,369900.00,320300.00
3847,R0005134,8719206014,2021-07-12,1907 ROLLINGWOOD DR,FORT COLLINS,80525,12511,STONEHENGE,19724,Single Family Residential,2 Story,8,2356,,,528,.23000000,1976,625000.00,470000.00
3848,R1640455,8715209020,2021-07-12,833 SUNCHASE DR,FORT COLLINS,80524,/150768,S15 T07 R68,18933,Single Family Residential,Modular,21,1616,,,660,.00000000,2005,215000.00,92600.00
3849,R1659239,8708221009,2021-07-09,451 STOUT ST,FORT COLLINS,80524,8330002000,TIMBERVINE 2nd Filing,18933,Single Family Residential,Ranch,1,1383,,,441,.11000000,2017,477000.00,370800.00
3850,R1651758,8609119012,2021-07-09,4032 WILD ELM WAY,FORT COLLINS,80528,0637008000,MCCLELLANDS CREEK 3RD FIL (Fossil Lake PUD 8th Sub Number),19613,Single Family Residential,Ranch,1,1829,1643,1053,420,.15000000,2014,579000.00,584200.00
3851,R1652730,8608209003,2021-07-09,5715 COPPERVEIN ST,FORT COLLINS,80528,0891001000,KECHTER CROSSING PLD,18729,Single Family Residential,2 Story,8,3266,1758,1758,740,.19000000,2014,850000.00,683900.00
3852,R1643216,8609256007,2021-07-09,5645 CARDINAL FLOWER CT,FORT COLLINS,80528,0637006000,"PLANK PLD & PD, 6TH FIL OF FOSSIL LAKE RANCH (20060092240)",19613,Single Family Residential,Ranch,1,2294,2280,1981,644,.18000000,2007,775000.00,674300.00
3853,R0013765,9710104016,2021-07-09,1212 LAPORTE AVE,FORT COLLINS,80521,/100769,S10 T07 R69,19715,Single Family Residential,Ranch,1,620,620,620,,.21000000,1911,540000.00,244100.00
3854,R0028444,9711223013,2021-07-09,1108 BEECH ST,FORT COLLINS,80521,1005,BARTRAM-LUNDSTROM,19711,Single Family Residential,Ranch,1,1310,,,,.17000000,1955,546000.00,397500.00
3855,R0028959,9711226002,2021-07-09,307 WOOD ST,FORT COLLINS,80521,1019,CAPITOL HILL,19711,Single Family Residential,Ranch,1,720,720,720,441,.20000000,1925,710000.00,528800.00
3856,R0174831,9721111197,2021-07-09,1918 SOUTHDOWN CT,FORT COLLINS,80526,10131,BROWN FARM,19722,Single Family Residential,Bi Level 2 Story,4,1920,,,,.15000000,1973,431000.00,332300.00
3857,R0155667,9701400013,2021-07-09,737 LINDENMEIER RD,FORT COLLINS,80524,/010769,S1 T07 R69,19836,Single Family Residential,Ranch,1,964,,,,.13000000,1935,381000.00,258000.00
3858,R0126560,9725219005,2021-07-09,309 DEL CLAIR RD,FORT COLLINS,80525,11964,THUNDERBIRD ESTATES,19724,Single Family Residential,Bi Level 2 Story,4,1584,,,264,.21000000,1965,446500.00,337600.00
3859,R0199168,9826105016,2021-07-09,3416 TERRY POINT DR,FORT COLLINS,80524,0256,TERRY POINT ESTATES,19836,Single Family Residential,Ranch,1,2125,2055,1200,728,.55000000,1990,1069200.00,796600.00
3860,R0642061,8730208052,2021-07-09,2936 SILVERWOOD DR,FORT COLLINS,80525,1249,SILVERWOOD VILLAGE,19724,Single Family Residential,2 Story,8,2674,960,960,572,.22000000,1978,970000.00,669400.00
3861,R0628921,9721416042,2021-07-09,2349 HAMPSHIRE RD,FORT COLLINS,80526,10133,BROWN FARM,19722,Single Family Residential,Split Level,7,1754,576,576,464,.36000000,1978,430600.00,426400.00
3862,R0745138,9726319012,2021-07-09,3267 SILVERTHORNE DR,FORT COLLINS,80526,12307,WOODWEST,19722,Single Family Residential,1? Story Fin,5,2228,812,812,441,.20000000,1978,525000.00,461600.00
3863,R0718963,8622317034,2021-07-09,8205 HALLETT CT,FORT COLLINS,80528,03972,MOUNTAIN RANGE SHADOWS,19613,Single Family Residential,Bi Level 2 Story,4,1375,,,304,.09000000,1979,325000.00,252200.00
3864,R1099850,8730338005,2021-07-09,3500 ROLLING GREEN DR B8,FORT COLLINS,80525,13765,COLLINDALE  PUD CONDOS,19724,Condo unit,Condo <= 3 Stories,19,896,,,288,.00000000,1980,300000.00,231100.00
3865,R1616111,8729243066,2021-07-09,2426 PARKFRONT DR M,FORT COLLINS,80525,19977,"RIGDEN FARM, 7TH FILING, THE WILLOW",18729,Townhouse,Townhouse Two Story,68,1295,551,,400,.03000000,2003,376000.00,301200.00
3866,R1628418,8832229014,2021-07-09,2509 MAPLE HILL DR,FORT COLLINS,80524,8098,"MAPLE HILL, FTC (20040004921)",18933,Single Family Residential,Ranch,1,1619,1619,,504,.11000000,2010,535000.00,383400.00
3867,R1599229,8605461018,2021-07-09,2714 AUTUMN HARVEST WAY,FORT COLLINS,80528,8014,HARVEST PARK,18729,Single Family Residential,2 Story,8,1783,772,,420,.10000000,2004,510000.00,426400.00
3868,R1586355,8618217119,2021-07-09,1308 SAINT CROIX PL,FORT COLLINS,80525,19562,STANTON CREEK,19613,Single Family Residential,2 Story,8,1775,377,377,420,.14000000,2002,474700.00,393000.00
3869,R1398687,8622137011,2021-07-09,7811 WALDEN CIR,FORT COLLINS,80528,0577,COUNTRY MEADOWS PUD,28623,Single Family Residential,2 Story,8,2233,1652,,1125,.61000000,1995,755000.00,542500.00
3870,R1390694,8729407135,2021-07-09,2718 MAROON CT,FORT COLLINS,80525,17512,DAKOTA RIDGE PUD,18729,Single Family Residential,2 Story,8,2015,1115,,506,.17000000,1995,601500.00,450000.00
3871,R1293036,9602210028,2021-07-09,4913 HINSDALE DR,FORT COLLINS,80526,16233,CLARENDON HILLS,19601,Single Family Residential,2 Story,8,2026,1066,832,693,.26000000,1993,655000.00,502000.00
3872,R1189786,9727229004,2021-07-09,1601 W SWALLOW RD D5,FORT COLLINS,80526,150401,GABLES AT SILVERPLUME CONDO,19722,Condo unit,Condo <= 3 Stories,19,698,,,264,.00000000,1984,229000.00,200600.00
3873,R1189638,9727151002,2021-07-08,2918 SILVERPLUME DR A2,FORT COLLINS,80526,14089,SILVERPLUME CONDO,19722,Townhouse/Condo,Townhouse Two Story,68,952,476,476,264,.00000000,1983,379025.00,270600.00
3874,R1098012,8719218004,2021-07-08,1440 EDORA RD 4,FORT COLLINS,80525,131601,EDORA ACRES PUD,19724,Townhouse,Townhouse Two Story,68,1212,,,,.03000000,1979,308000.00,254700.00
3875,R1377396,8606232014,2021-07-08,1436 SILK OAK DR,FORT COLLINS,80525,15669,OAKRIDGE VILLAGE PUD,19613,Single Family Residential,2 Story,8,2150,720,600,528,.24000000,1994,635000.00,497800.00
3876,R1408259,8606116028,2021-07-08,1836 ANGELO CT,FORT COLLINS,80528,1814,HARMONY CROSSING PUD,19613,Single Family Residential,2 Story,8,1428,739,739,378,.10000000,1998,490000.00,355700.00
3877,R1600128,9614318146,2021-07-08,615 KEENESBURG CT,FORT COLLINS,80525,18513,"RIDGEWOOD HILLS PUD, THIRD FILING",19614,Single Family Residential,Split Level,7,1771,596,,560,.15000000,2003,515000.00,378400.00
3878,R1003828,9721316027,2021-07-08,2803 CLYDESDALE CT,FORT COLLINS,80526,10136,BROWN FARM,19722,Single Family Residential,Ranch,1,1088,1036,700,440,.22000000,1983,472000.00,372700.00
3879,R0757900,9624105021,2021-07-08,7816 EMERALD AVE,FORT COLLINS,80525,03442,COLLAND CENTER,19613,Single Family Residential,Ranch,1,1312,1190,,564,.27000000,1984,411000.00,340700.00
3880,R1162683,9727132005,2021-07-08,2828 SILVERPLUME DR O5,FORT COLLINS,80526,14087,SILVERPLUME CONDO,19722,Townhouse/Condo,Townhouse One Story,61,1085,,,264,.00000000,1983,325000.00,277300.00
3881,R1110381,9727307132,2021-07-08,1704 BEDFORD CIR,FORT COLLINS,80526,13482,ROSSBOROUGH,19722,Single Family Residential,2 Story,8,1680,,,456,.14000000,1984,462000.00,356200.00
3882,R1039105,9736411082,2021-07-08,4533 SEAWAY CIR,FORT COLLINS,80525,133402,WHALERS COVE,19601,Single Family Residential,Ranch,1,940,,,440,.12000000,1983,394000.00,281600.00
3883,R0114162,9724309082,2021-07-08,2413 MATHEWS ST,FORT COLLINS,80525,11743,SOUTH COLLEGE HEIGHTS,19724,Single Family Residential,Ranch,1,1774,,,420,.21000000,1958,687000.00,421400.00
3884,R0076350,9715205008,2021-07-08,1709 DALE CT,FORT COLLINS,80521,1027,COOK,19715,Single Family Residential,Ranch,1,1088,,,288,.15000000,1956,460000.00,309800.00
3885,R1664516,8604140004,2021-07-08,3926 PRECISION DR 7D,FORT COLLINS,80528,8085023000,MORNINGSIDE VILLAGE CONDOS SUPP 23 BLDG 7,18729,Townhouse/Condo,Townhouse Two Story,68,1430,686,,400,.00000000,2017,410000.00,360800.00
3886,R1667307,8729224205,2021-07-08,2750 ILLINOIS DR 205,FORT COLLINS,80525,8343006000,FLATS AT RIGDEN FARM CONDOS BLDG 10,18729,Condo unit,Condo <= 3 Stories,19,1085,,,286,.00000000,2017,430000.00,295800.00
3887,R1653380,9715254001,2021-07-08,1717 W MULBERRY ST,FORT COLLINS,80521,8293001000,"HACIENDA HIGGINS-MARQUEZ, FTC (20130021182)",19715,Single Family Residential,2 Story,8,3336,1058,,880,.31000000,2013,830000.00,596700.00
3888,R1636521,8720328016,2021-07-08,2120 YEARLING DR,FORT COLLINS,80525,80942,SIDEHILL 2ND FTC (20050067435),18933,Single Family Residential,Ranch,1,1739,1669,1191,650,.19000000,2015,640000.00,595400.00
3889,R1660919,8729176001,2021-07-08,2951 WILLIAM NEAL PKWY 1,FORT COLLINS,80525,1997019000,RIGDEN FARM FILING 19,18729,Townhouse,Townhouse Two Story,68,1678,945,,529,.11000000,2017,515000.00,405700.00
3890,R1655248,8729474003,2021-07-07,3139 ANIKA DR,FORT COLLINS,80525,1997017000,RIGDEN FARM 17TH FIL,18729,Single Family Residential,Ranch,1,1570,1570,,420,.17000000,2015,516000.00,463400.00
3891,R1636554,8720332010,2021-07-07,2209 NANCY GRAY AVE,FORT COLLINS,80525,80942,SIDEHILL 2ND FTC (20050067435),18933,Single Family Residential,Ranch,1,1880,1064,798,462,.14000000,2007,580000.00,480800.00
3892,R1668539,9721366005,2021-07-07,2505 DOWNS WAY 5,FORT COLLINS,80526,8409001000,MOUNTAINS EDGE,19722,Townhouse,Townhouse Two Story,68,1326,527,,340,.00000000,2019,439500.00,345500.00
3893,R0075477,9715118009,2021-07-07,1601 WESTVIEW AVE,FORT COLLINS,80521,1012,"BROAM, D. W.",19715,Single Family Residential,Split Level,7,2144,,,360,.18000000,1979,625000.00,417700.00
3894,R0629065,9721417011,2021-07-07,2430 CHAROLAIS DR,FORT COLLINS,80526,10133,BROWN FARM,19722,Single Family Residential,Ranch,1,971,971,,456,.18000000,1978,450000.00,338600.00
3895,R0596230,9716308014,2021-07-07,2616 W LAKE ST,FORT COLLINS,80521,11252,CEDARWOOD,19715,Single Family Residential,Bi Level 2 Story,4,2048,,,440,.16000000,1976,497365.00,363800.00
3896,R0751405,9713408172,2021-07-07,1040 E PROSPECT RD,FORT COLLINS,80525,12026,UNIVERSITY ACRES,19711,Single Family Residential,Bi Level 2 Story,4,1632,,,480,.19000000,1971,425000.00,387600.00
3897,R0691020,9710120023,2021-07-07,637 HANNA ST,FORT COLLINS,80521,10692,HANNA,19715,Single Family Residential,2 Story,8,1392,,,440,.14000000,1979,611000.00,372800.00
3898,R1635074,8832312029,2021-07-07,2250 FRIAR TUCK CT,FORT COLLINS,80524,1996003000,STORYBOOK 3rd FILING,18933,Single Family Residential,2 Story,8,2005,875,,420,.10000000,2016,480000.00,429600.00
3899,R1618452,8605152002,2021-07-07,3014 ROCK CREEK DR,FORT COLLINS,80528,80143,"HARVEST PARK SUBDIVISION, THIRD FILING",18729,Single Family Residential,2 Story,8,2364,771,,441,.14000000,2001,603000.00,455700.00
3900,R1609216,8715209118,2021-07-07,810 SUNCHASE DR,FORT COLLINS,80524,/150768,S15 T07 R68,18933,Manufactured Home On Real,Modular,21,1232,,,484,.00000000,2001,145000.00,75300.00
3901,R1600212,9614318343,2021-07-07,7251 FORT MORGAN DR,FORT COLLINS,80525,18513,"RIDGEWOOD HILLS PUD, THIRD FILING",19614,Single Family Residential,Ranch,1,2064,2032,1709,560,.24000000,2003,717000.00,609800.00
3902,R1332511,9726376013,2021-07-07,3412 SUN DISK CT,FORT COLLINS,80526,142201,SUN DISK VILLAGE,19722,Single Family Residential,Ranch,1,1340,1340,232,400,.16000000,1991,435000.00,390300.00
3903,R1214926,9701148013,2021-07-06,930 BRAMBLEBUSH ST,FORT COLLINS,80524,133901,GREENBRIAR,19836,Single Family Residential,2 Story,8,1766,680,680,440,.16000000,1988,550000.00,428100.00
3904,R1429493,8729416016,2021-07-06,2836 BLACKSTONE DR,FORT COLLINS,80525,17563,STONE RIDGE PUD,18729,Single Family Residential,2 Story,8,2332,1202,1022,800,.22000000,1998,708000.00,558700.00
3905,R1348868,9612415033,2021-07-06,6301 COMPTON RD,FORT COLLINS,80525,16202,BRITTANY KNOLLS PUD,19613,Single Family Residential,2 Story,8,2800,1438,998,884,.20000000,1993,782000.00,608900.00
3906,R1452061,9721140012,2021-07-06,1632 NORTHBROOK CT,FORT COLLINS,80526,1843,NORTHBROOK PATIO HOMES PUD,19722,Townhouse - 1/2 Duplex,Townhouse One Story,61,1383,1383,1265,440,.09000000,1996,400000.00,370800.00
3907,R1580911,9926407015,2021-07-06,424 GRAYHAWK RD,FORT COLLINS,80524,0626,GRAYHAWK KNOLLS PUD,41626,Single Family Residential,Ranch,1,2395,2395,,1093,4.84000000,2003,1295000.00,800900.00
3908,R1605546,8830414142,2021-07-06,1845 BRIGHTWATER DR,FORT COLLINS,80524,16551,RICHARDS LAKE PUD FILING ONE,18933,Single Family Residential,2 Story,8,2338,1164,750,651,.21000000,2003,595250.00,468400.00
3909,R1628474,8832230005,2021-07-06,2250 THOREAU DR,FORT COLLINS,80524,8098,"MAPLE HILL, FTC (20040004921)",18933,Single Family Residential,Split Level,7,1627,376,248,649,.12000000,2013,450000.00,356100.00
3910,R1627020,8608234104,2021-07-06,2121 OWENS AVE 104,FORT COLLINS,80528,808702,TIMBERS CONDO ASSOC OF FTC SUPP  2 (20030134075),18729,Condo unit,Condo <= 3 Stories,19,1167,,,260,.00000000,2003,308000.00,290600.00
3911,R1169670,9727222026,2021-07-06,2906 QUERIDA ST,FORT COLLINS,80526,1483,SILVERPLUME ESTATES,19722,Single Family Residential,Split Level,7,1770,504,,516,.16000000,1987,555000.00,408500.00
3912,R1057936,8719113006,2021-07-06,1684 RIVERSIDE AVE A6,FORT COLLINS,80525,1347,PARKSIDE CONDO,19724,Condo unit,Condo <= 3 Stories,19,702,,,,.00000000,1979,230000.00,181300.00
3913,R1054333,9725122082,2021-07-06,801 E DRAKE RD G82,FORT COLLINS,80525,1387,SCOTCH PINES CONDO,19724,Condo unit,Condo <= 3 Stories,19,918,,,,.00000000,1974,230000.00,210700.00
3914,R1017845,9727109038,2021-07-06,2738 NOTTINGHAM SQ,FORT COLLINS,80526,1369,"KENSINGTON SOUTH, THE SQUARE AT",19722,Single Family Residential,2 Story,8,2633,1306,,462,.14000000,1992,600000.00,477900.00
3915,R0128716,9725246032,2021-07-06,2925 STANFORD RD,FORT COLLINS,80525,1198,THUNDERMOOR,19724,Single Family Residential,Ranch,1,1380,,,480,.19000000,1974,480000.00,356100.00
3916,R1669138,9711146211,2021-07-06,302 N MELDRUM ST 211,FORT COLLINS,80521,8415000000,MYRIDIUM CONDOS,19711,Condo unit,Condo > 3 Stories,20,1156,,,,.00000000,2017,632000.00,524500.00
3917,R1646050,8707120020,2021-07-06,320 KALKASKA CT,FORT COLLINS,80524,1942001001,"DRY CREEK MINOR SUB, 1ST RPLT, FTC (20070083115)",18933,Single Family Residential,2 Story,8,1914,,,588,.11000000,2012,464500.00,375400.00
